"Y";"X"


16.2905095122507;4.667310053935


11.5729189728084;5.04804264607757


20.7721483507848;6.12028288071949


20.7328475753656;13.2025274237937


9.42616206818981;4.47684452098382


21.5847108377422;12.5484791210588


23.9286797826052;17.0059279322462


16.7937153361896;6.8680058489843


18.8385341999339;6.56810061439915


18.5706049547061;4.1296105750153


12.7056174574264;4.48892952179539


14.5478936160371;4.4080159272884


15.7931073947928;7.14996100561828


11.0123397013172;5.09690102454189


22.1445851857469;8.33770272514624


21.0552069910419;5.64388394248469


16.0281331998575;7.52734596703255


24.4299104694894;44.4611749579549


14.0865433126824;5.08014920848403


15.5579337559625;8.478939362469


32.4598655509018;15.65383662164


13.4208737648292;4.50646663910167


16.4644338611754;6.777459003112


13.257647966811;4.27753691069422


9.56242825025647;4.67275903353901


14.9782490794;5.1052399548899


5.33636741349642;4.02705265456831


21.787356845674;5.08981636123793


20.2962799391674;11.0808360259246


23.6780508222943;4.92496192908065


14.4333606056832;5.55812997911501


16.7774418294136;6.32112566069537


14.917333382113;5.62066855827766


8.62298558601847;4.43410369511174


13.0913440721551;9.62733381142469


20.4424942142827;6.94698623081659


19.9078394718928;8.81818830787849


11.1071674032606;4.23510167246118


20.4291613254917;7.60988601383986


15.7897806393718;5.21318985900652

